株主ID,株主名,性別,年齢,職業,市,地名
4124,菊川,男,51,医療事務・受付、調剤薬局事務,つくば,小山
4125,米川,女,52,金属材料製造、金属加工、溶接,つくば,大舟戸
4126,大里,男,20,自動車組立、輸送用機械組立・整備,つくば,細見
4127,田丸,男,54,自動車整備工,つくば,泊崎
4128,高城,男,55,電気・電子・通信機器等組立・修理,つくば,明神
4129,片倉,男,26,光学機械、その他の機械組立・修理,つくば,稲荷川
4130,海老沢,女,57,食料品製造・加工,つくば,西ノ沢
4131,宮嶋,男,58,衣服・繊維製品製造、パタンナー,つくば,稲荷原
4132,奥谷,男,59,化学製品、窯業・土石製品の製造・加工,つくば,池向
4133,北条,女,60,プラスチック製品、その他の製造・加工,つくば,鷹野原
4134,星川,男,30,ＤＴＰオペレーター、印刷、製本,つくば,中山
4135,有吉,男,23,ＣＡＤオペレーター、製図、写図、現図,つくば,西大井
4136,吉松,男,32,塗装、看板制作、その他生産関連,つくば,和台原
4137,辻野,女,33,製品検査,つくば,学園の森一丁目
4138,若月,男,26,生産設備オペレーター（制御・監視),つくば,学園の森二丁目
4139,安里,女,35,工場労務作業,つくば,学園の森三丁目
4140,日置,男,36,建築技術者（工事監督、設計技術者等）,つくば,研究学園一丁目
4141,北口,男,37,土木技術者（工事監督、設計技術者等）,つくば,研究学園二丁目
4142,多賀,男,38,測量技術者（測量士、測量士補）,つくば,研究学園三丁目
4143,小田切,女,39,ソフトウェア開発技術者、プログラマー,つくば,研究学園四丁目
4144,梶川,男,40,その他の情報処理・通信技術者,つくば,研究学園五丁目
4145,吉成,男,41,電気・電子・電気通信の開発・製造技術者,つくば,研究学園六丁目
4146,亀谷,男,42,機械・自動車等の設計・製造技術者,つくば,研究学園七丁目
4147,坪内,男,26,食品・その他の技術者、研究者,つくば,学園南一丁目
4148,岡安,男,29,経営、法務,つくば,学園南二丁目
4149,江本,男,45,ウェブデザイナー,つくば,学園南三丁目
4150,新,男,46,デザイナー（ウェブを除く）,つくば,香取台Ａ
4151,谷岡,男,47,カメラマン、記者・編集者、その他芸術,つくば,香取台Ｂ
4152,杉谷,女,25,通訳、翻訳,つくば,諏訪Ｃ
4153,春山,男,49,カウンセラー（医療・福祉施設を除く）,つくば,諏訪Ｄ
4154,広沢,男,50,司書、その他の専門職,つくば,諏訪Ｅ
4155,川北,男,51,大工,つくば,陣場Ｄ
4156,箕輪,女,28,配管工,つくば,陣場Ｅ
4157,山地,男,53,左官、タイル張・内装・防水工等,つくば,陣場Ｆ
4158,兼子,女,54,とび工、型枠大工、鉄筋工（建設躯体工事）,つくば,陣場Ｇ
4159,大本,男,55,建設機械・クレーン等運転工、玉掛,つくば,みどりの一丁目
4160,河辺,男,56,ダンプカー・ミキサー車運転手,つくば,みどりの二丁目
4161,宮武,男,57,建設・土木作業員,つくば,みどりの中央
4162,大門,女,58,舗装・線路工事・掘削等作業員,つくば,みどりの東
4163,大脇,男,59,電気工事作業員,つくば,みどりの南
4164,巽,男,60,通信設備作業員、送電線等架線・敷設作業員,つくば,台町一丁目
4165,戸谷,女,30,採掘,つくば,台町二丁目
4166,堀部,男,37,建築技術者（工事監督、設計技術者等）,つくば,台町三丁目
4167,赤沢,男,38,土木技術者（工事監督、設計技術者等）,つくば,春風台
4168,藤倉,女,39,測量技術者（測量士、測量士補）等,つくば,流星台
4169,柴原,女,40,施設警備員,つくば,さくらの森
4170,設楽,男,41,道路交通誘導員,つくば,かみかわ
4171,有本,男,42,雑踏警備員,つくば,高山
4172,佐田,女,43,その他の保安・警備・監視員,つくば,万博公園西
4173,間宮,男,44,管理人（マンション、アパート等）,つくば,谷田部
4174,田山,男,45,管理人（駐車場、駐輪場）,つくば,谷田部字瑞穂
4175,細見,男,22,ビル設備管理員、ビル管理人,つくば,羽成
4176,武石,男,47,管理人（寄宿舎、寮、その他）,つくば,飯田
4177,深津,男,48,機械設備運転（クレーン、ボイラー、発電等）,つくば,中野
4178,露木,男,49,トラック運転手,つくば,片田
4179,小木曽,男,50,トレーラー・タンクローリー運転手,つくば,上萱丸
4180,長内,男,51,ミキサー車・ダンプカー運転手,つくば,花島新田
4181,宮尾,男,52,ごみ収集・陸送・その他の貨物自動車運転手,つくば,下萱丸
4182,中込,男,20,バス運転手,つくば,小白硲
4183,国吉,男,54,タクシー運転手,つくば,西栗山
4184,伊原,男,55,役員車・送迎車等の乗用自動車運転手,つくば,上横場
4185,赤尾,男,26,その他の自動車運転手,つくば,境田
4186,八島,男,57,フォークリフト運転作業員,つくば,境松
4187,杉江,男,58,鉄道・船舶・航空機の運転、その他の輸送,つくば,根崎
4188,寺山,男,59,荷物の配達,つくば,古館
4189,姫野,男,60,ルート集配,つくば,緑が丘
4190,田坂,男,30,郵便の集配、新聞配達等,つくば,東丸山
4191,末広,男,23,運行管理事務,つくば,真瀬
4192,辻田,男,32,出札・旅客・貨物・料金収受係,つくば,鍋沼新田
4193,片平,男,33,ビル・建物の清掃、ハウスクリーニング,つくば,高須賀
4194,糸井,男,26,ごみ収集、産業洗浄、その他の清掃・洗浄,つくば,高良田
4195,宮﨑,女,35,フォークリフト運転作業員,つくば,島名
4196,中江,男,36,倉庫作業,つくば,中別府
4197,江上,女,37,梱包作業,つくば,下別府
4198,北浦,男,38,包装、ラベル・シール貼付,つくば,上河原崎下河原崎入会地
4199,真壁,男,39,商品等の選別・ピッキング,つくば,上河原崎
4200,鳥山,男,40,運搬・積卸・引越作業、港湾荷役作業,つくば,鬼ケ窪
4201,牟田,女,41,工場労務作業員,つくば,高田
4202,赤石,男,42,食堂作業員（洗い場等）,つくば,面野井
4203,井関,男,26,小売店作業員（商品の陳列・補充等）,つくば,下河原崎
4204,田淵,女,29,学校・病院の用務員、その他の作業員,つくば,水堀
4205,小松原,男,45,稲作、畑作、園芸等,つくば,北郷
4206,若井,男,46,養畜、動物飼育等,つくば,西平塚
4207,高宮,男,47,植木職、造園師,つくば,東平塚
4208,高良,女,25,その他の農業,つくば,下平塚
4209,作田,男,49,林業,つくば,葛城根崎
4210,藤間,男,50,漁業,つくば,苅間
4211,曽我部,男,51,農業・畜産・林業・水産技術者,つくば,西大橋
4212,末松,男,28,農学・林学・水産学研究者,つくば,西岡
4213,瀬戸口,女,53,一般事務,つくば,小野崎
4214,古野,男,54,事務補助,つくば,島
4215,横内,男,55,総務事務,つくば,平
4216,末次,女,56,人事事務,つくば,大白硲
4217,金川,男,57,秘書,つくば,柳橋
4218,高垣,男,58,受付・案内事務,つくば,新井
4219,二見,男,59,医療事務・受付,つくば,山中
4220,草間,女,60,調剤薬局事務,つくば,藤本
4221,日比,男,30,護事務,つくば,大わし
4222,河津,男,37,会計・経理事務,つくば,中内
4223,半沢,男,38,営業事務,つくば,館野
4224,深山,男,39,販売事務,つくば,榎戸
4225,吉良,男,40,金融,つくば,北中妻
4226,藤平,男,41,保険事務,つくば,赤塚
4227,上条,男,42,貿易事務,つくば,下原
4228,永尾,女,43,企画事務,つくば,梶内
4229,角野,男,44,マーケティング,つくば,南中妻
4230,香取,男,45,生産・工程管理事務,つくば,下横場
4231,奥原,男,22,出荷・受荷事務,つくば,稲岡
4232,峯,男,47,運行管理事務,つくば,北中島
4233,新居,女,48,郵便事務,つくば,市之台
4234,岩上,男,49,旅客・料金収受係,つくば,今泉
4235,朝日,男,50,データ入力等ＰＣ操作,つくば,新牧田
4236,梅野,男,51,コールセンターオペレーター,つくば,手代木
4237,山室,男,52,テレアポ等,つくば,西大沼
4238,早野,男,20,集金・検針・調査等の外勤事務,つくば,上原
4239,折原,男,54,法人・団体の役員・管理職等,つくば,松野木
4240,白田,男,55,不動産営業,つくば,観音台一丁目
4241,石神,男,26,金融・保険営業,つくば,観音台二丁目
4242,下平,男,57,飲食料品販売営業,つくば,観音台三丁目
4243,佐瀬,男,58,機械器具・電気器具販売営業,つくば,春日一丁目
4244,速水,男,59,自動車販売営業,つくば,春日二丁目
4245,江尻,女,60,製品受注営業,つくば,春日三丁目
4246,有川,男,30,通信・情報システム営業,つくば,春日四丁目
4247,高畠,男,23,化学品販売営業、医薬品営業,つくば,松代一丁目
4248,鷲尾,男,32,広告営業、会員勧誘、その他の営業,つくば,松代二丁目
4249,橋田,男,33,テレフォンアポインター,つくば,松代三丁目
4250,里見,男,26,スーパー・百貨店販売店員,つくば,松代四丁目
4251,稲川,男,35,レジ係,つくば,松代五丁目
4252,古家,女,36,コンビニエンスストア店員,つくば,西郷
4253,永吉,男,37,衣料品販売店員,つくば,小野川
4254,久松,男,38,飲食料品販売店員,つくば,東一丁目
4255,坂根,男,39,医薬品・化粧品販売店員,つくば,東二丁目
4256,野坂,男,40,自動車販売店員,つくば,稲荷前
4257,白土,女,41,電気機器販売店員,つくば,二の宮一丁目
4258,池原,男,42,ガソリンスタンド販売員,つくば,二の宮二丁目
4259,田井,男,26,その他の小売店販売員,つくば,二の宮三丁目
4260,西出,女,29,小売店作業員（商品の陳列・補充等）,つくば,二の宮四丁目
4261,正田,男,45,店長（小売、卸売）,つくば,高野台一丁目
4262,石森,男,46,不動産仲介・売買,つくば,高野台二丁目
4263,坂巻,男,47,訪問販売、卸売、その他の販売,つくば,高野台三丁目
4264,菱沼,女,25,飲食店のホールスタッフ,つくば,東新井
4265,桐生,男,49,飲食店店長,つくば,御幸が丘
4266,池永,女,50,ホテル・旅館のフロント、接客、客室係,つくば,八幡台
4267,前山,男,51,娯楽施設・スポーツ施設・その他の接客,つくば,上郷
4268,錦織,男,28,美容師,つくば,木俣
4269,上坂,男,53,理容師,つくば,野畑
4270,永岡,女,54,エステティシャン、ネイリスト,つくば,百家
4271,品田,男,55,理美容師補助、その他の美容サービス,つくば,高野
4272,猪野,男,56,調理人（日本・西洋・中華料理）,つくば,今鹿島
4273,小田原,男,57,調理人（給食）,つくば,沼崎
4274,井野,男,58,調理人（食堂、居酒屋、弁当店、その他）,つくば,中東原新田
4275,香月,男,59,調理補助、調理人見習,つくば,遠東
4276,藤代,男,60,食堂作業員（洗い場等）,つくば,酒丸
4277,沖野,男,30,クリーニング等の生活衛生サービス,つくば,土田
4278,鍋島,男,37,保育・介護補助、冠婚葬祭、その他サービス,つくば,上里
4279,中崎,女,38,施設介護員,つくば,東光台一丁目
4280,岩倉,男,39,訪問介護員、ホームヘルパー,つくば,東光台二丁目
4281,宮部,男,40,介護支援専門員、ケアマネージャー,つくば,東光台三丁目
4282,宮前,男,41,老人福祉施設指導員,つくば,東光台四丁目
4283,島野,女,42,障害者福祉施設指導員,つくば,東光台五丁目
4284,逸見,男,43,児童福祉施設指導員,つくば,田倉
4285,小柴,女,44,福祉相談員、ケースワーカー,つくば,緑ケ原一丁目
4286,君島,男,45,その他の福祉専門職,つくば,緑ケ原二丁目
4287,嶋,男,22,福祉施設管理者,つくば,緑ケ原三丁目
4288,笹田,男,47,保育士,つくば,緑ケ原四丁目
4289,熊崎,女,48,保育補助（その他サービスを含む）,つくば,手子生
4290,江島,男,49,学童保育・放課後児童クラブ等指導員,つくば,大曽根
4291,沢口,男,50,幼稚園教員,つくば,鹿島台
4292,又吉,女,51,小・中・高等学校・特別支援学校等教員,つくば,玉取
4293,矢内,男,52,専修学校・各種学校教員,つくば,若森
4294,湯沢,男,20,職業訓練指導員、研修講師、その他の教員,つくば,佐
4295,渕上,女,54,学習塾教師,つくば,蓮沼
4296,泉谷,女,55,スポーツインストラクター,つくば,花畑一丁目
4297,今岡,男,26,習い事・その他の講師、インストラクター,つくば,花畑二丁目
4298,湯田,男,57,図書館司書,つくば,花畑三丁目
4299,立野,女,58,学芸員,つくば,前野
4300,仁科,男,59,学校カウンセラー,つくば,立原
4301,宮永,男,60,医師、歯科医師、獣医師,つくば,篠崎
4302,木崎,男,30,薬剤師,つくば,北原
4303,八重樫,男,23,看護師,つくば,長高野
4304,白岩,男,32,准看護師,つくば,要
4305,小野塚,男,33,看護助手,つくば,大穂
4306,大道,男,26,保健師、助産師,つくば,吉沼
4307,本庄,男,35,理学療法士、作業療法士,つくば,西高野
4308,飯尾,男,36,臨床検査技師、診療放射線技師等,つくば,大久保
4309,松藤,男,37,歯科衛生士、歯科技工士,つくば,大砂
4310,川久保,男,38,歯科助手、歯科受付,つくば,小田
4311,寺嶋,男,39,栄養士、管理栄養士,つくば,北太田
4312,野瀬,男,40,あん摩マッサージ指圧・鍼灸師、柔道整復師,つくば,大形
4313,三角,男,41,言語聴覚士、その他の保健医療専門職,つくば,下大島
4314,宮岡,男,42,動物病院助手、その他の助手等,つくば,小和田
4315,石島,男,26,医療事務・受付、調剤薬局事務,つくば,山口
4316,浅岡,男,29,金属材料製造、金属加工、溶接,つくば,平沢
4317,中瀬,男,45,自動車組立、輸送用機械組立・整備,つくば,北条
4318,田野,男,46,自動車整備工,つくば,君島
4319,高桑,男,47,電気・電子・通信機器等組立・修理,つくば,泉
4320,岩﨑,男,25,光学機械、その他の機械組立・修理,つくば,小泉
4321,松丸,男,49,食料品製造・加工,つくば,田中
4322,山際,女,50,衣服・繊維製品製造、パタンナー,つくば,田水山
4323,木山,男,51,化学製品、窯業・土石製品の製造・加工,つくば,水守
4324,成沢,女,28,プラスチック製品、その他の製造・加工,つくば,上沢
4325,中垣,男,53,ＤＴＰオペレーター、印刷、製本,つくば,山木
4326,嶋村,男,54,ＣＡＤオペレーター、製図、写図、現図,つくば,明石
4327,門馬,男,55,塗装、看板制作、その他生産関連,つくば,高野原新田
4328,伊佐,女,56,製品検査,つくば,作谷
4329,尾田,男,57,生産設備オペレーター（制御・監視),つくば,寺具
4330,笹岡,男,58,工場労務作業,つくば,安食
4331,梅崎,女,59,建築技術者（工事監督、設計技術者等）,つくば,上菅間
4332,野々村,男,60,土木技術者（工事監督、設計技術者等）,つくば,中菅間
4333,関戸,男,30,測量技術者（測量士、測量士補）,つくば,池田
4334,具志堅,男,37,ソフトウェア開発技術者、プログラマー,つくば,磯部
4335,小黒,女,38,その他の情報処理・通信技術者,つくば,洞下
4336,手嶋,男,39,電気・電子・電気通信の開発・製造技術者,つくば,筑波
4337,木暮,男,40,機械・自動車等の設計・製造技術者,つくば,沼田
4338,大月,男,41,食品・その他の技術者、研究者,つくば,国松
4339,柳本,男,42,経営、法務,つくば,上大島
4340,隅田,女,43,ウェブデザイナー,つくば,神郡
4341,羽生,男,44,デザイナー（ウェブを除く）,つくば,臼井
4342,赤池,男,45,カメラマン、記者・編集者、その他芸術,つくば,大貫
4343,景山,女,22,通訳、翻訳,つくば,杉木
4344,菅田,男,47,カウンセラー（医療・福祉施設を除く）,つくば,小沢
4345,福村,男,48,司書、その他の専門職,つくば,漆所
4346,北林,男,49,大工,つくば,和台
4347,青田,女,50,配管工,つくば,上境
4348,諸岡,男,51,左官、タイル張・内装・防水工等,つくば,中根
4349,碓井,男,52,とび工、型枠大工、鉄筋工（建設躯体工事）,つくば,栄
4350,梅澤,男,20,建設機械・クレーン等運転工、玉掛,つくば,松塚
4351,兵藤,男,54,ダンプカー・ミキサー車運転手,つくば,松栄
4352,一瀬,男,55,建設・土木作業員,つくば,大
4353,木元,男,26,舗装・線路工事・掘削等作業員,つくば,横町
4354,米澤,男,57,電気工事作業員,つくば,金田
4355,羽賀,女,58,通信設備作業員、送電線等架線・敷設作業員,つくば,古来
4356,津久井,男,59,採掘,つくば,吉瀬
4357,浜島,男,60,建築技術者（工事監督、設計技術者等）,つくば,上ノ室
4358,笹井,男,30,土木技術者（工事監督、設計技術者等）,つくば,上広岡
4359,伊丹,男,23,測量技術者（測量士、測量士補）等,つくば,上広岡字野田
4360,柏崎,女,32,施設警備員,つくば,下広岡
4361,仙波,男,33,道路交通誘導員,つくば,大角豆
4362,北尾,男,26,雑踏警備員,つくば,倉掛
4363,河島,男,35,その他の保安・警備・監視員,つくば,妻木
4364,猪瀬,男,36,管理人（マンション、アパート等）,つくば,柴崎
4365,四方,男,37,管理人（駐車場、駐輪場）,つくば,岡村新田
4366,八代,男,38,ビル設備管理員、ビル管理人,つくば,東岡
4367,大浜,男,39,管理人（寄宿舎、寮、その他）,つくば,花室
4368,船山,男,40,機械設備運転（クレーン、ボイラー、発電等）,つくば,栗原
4369,古瀬,男,41,トラック運転手,つくば,上野
4370,小河,男,42,トレーラー・タンクローリー運転手,つくば,天王台一丁目
4371,阪田,男,26,ミキサー車・ダンプカー運転手,つくば,天王台二丁目
4372,永谷,女,29,ごみ収集・陸送・その他の貨物自動車運転手,つくば,天王台三丁目
4373,浦上,男,45,バス運転手,つくば,天久保一丁目
4374,鳥井,男,46,タクシー運転手,つくば,天久保二丁目
4375,広野,男,47,役員車・送迎車等の乗用自動車運転手,つくば,天久保三丁目
4376,遊佐,男,25,その他の自動車運転手,つくば,天久保四丁目
4377,桑山,男,49,フォークリフト運転作業員,つくば,吾妻一丁目
4378,楠田,男,50,鉄道・船舶・航空機の運転、その他の輸送,つくば,吾妻二丁目
4379,桝田,女,51,荷物の配達,つくば,吾妻三丁目
4380,山木,男,28,ルート集配,つくば,吾妻四丁目
4381,溝上,男,53,郵便の集配、新聞配達等,つくば,竹園一丁目
4382,常盤,男,54,運行管理事務,つくば,竹園二丁目
4383,浅利,男,55,出札・旅客・貨物・料金収受係,つくば,竹園三丁目
4384,曾根,女,56,ビル・建物の清掃、ハウスクリーニング,つくば,千現一丁目
4385,所,男,57,ごみ収集、産業洗浄、その他の清掃・洗浄,つくば,千現二丁目
4386,中橋,男,58,フォークリフト運転作業員,つくば,並木一丁目
4387,戸川,女,59,倉庫作業,つくば,並木二丁目
4388,綾部,男,60,梱包作業,つくば,並木三丁目
4389,大垣,男,30,包装、ラベル・シール貼付,つくば,並木四丁目
4390,向後,男,37,商品等の選別・ピッキング,つくば,梅園一丁目
4391,若狭,女,38,運搬・積卸・引越作業、港湾荷役作業,つくば,梅園二丁目
4392,中元,男,39,工場労務作業員,つくば,桜一丁目
4393,松倉,女,40,食堂作業員（洗い場等）,つくば,桜二丁目
4394,山添,男,41,小売店作業員（商品の陳列・補充等）,つくば,桜三丁目
4395,深瀬,男,42,学校・病院の用務員、その他の作業員,つくば,筑穂一丁目
4396,彦坂,男,43,稲作、畑作、園芸等,つくば,筑穂二丁目
4397,丹治,女,44,養畜、動物飼育等,つくば,筑穂三丁目
4398,水戸,男,45,植木職、造園師,つくば,豊里の杜一丁目
4399,檜山,男,22,その他の農業,つくば,豊里の杜二丁目
4400,新妻,男,47,林業,つくば,南原
4401,峯岸,男,48,漁業,つくば,旭
4402,勝野,男,49,農業・畜産・林業・水産技術者,つくば,西沢
4403,久我,男,50,農学・林学・水産学研究者,つくば,西原
4404,岩淵,男,51,一般事務,つくば,長峰
4405,別所,男,52,事務補助,つくば,原
4406,杉岡,女,20,総務事務,つくば,六斗
4407,根津,男,54,人事事務,つくば,小茎
4408,一戸,男,55,秘書,つくば,下岩崎
4409,春名,男,26,受付・案内事務,つくば,九万坪
4410,一色,女,57,医療事務・受付,つくば,上岩崎
4411,奥平,男,58,調剤薬局事務,つくば,房内
4412,能勢,女,59,護事務,つくば,若栗
4413,田沼,男,60,会計・経理事務,つくば,菅間
4414,大串,男,30,営業事務,つくば,樋の沢
4415,内川,男,23,販売事務,つくば,大井
4416,奥井,女,32,金融,つくば,高崎
4417,伊賀,男,33,保険事務,つくば,天宝喜
4418,立山,男,26,貿易事務,つくば,牧園
4419,竹野,女,35,企画事務,つくば,宝陽台
4420,岸川,男,36,マーケティング,つくば,城山
4421,穂積,男,37,生産・工程管理事務,つくば,桜が丘
4422,押田,女,38,出荷・受荷事務,つくば,森の里
4423,笠松,女,39,運行管理事務,つくば,森の里
4424,能登,男,40,郵便事務,つくば,若葉
4425,室田,男,41,旅客・料金収受係,つくば,あしび野
4426,平澤,女,42,データ入力等ＰＣ操作,つくば,高見原一丁目
4427,小牧,男,26,コールセンターオペレーター,つくば,高見原二丁目
4428,笹木,男,29,テレアポ等,つくば,高見原三丁目
4429,引地,男,45,集金・検針・調査等の外勤事務,つくば,高見原四丁目
4430,阿南,男,46,法人・団体の役員・管理職等,つくば,高見原五丁目
4431,田仲,男,47,不動産営業,つくば,富士見台
4432,荒巻,男,25,金融・保険営業,つくば,自由ケ丘
4433,朝比奈,男,49,飲食料品販売営業,つくば,自由ケ丘
4434,小早川,男,50,機械器具・電気器具販売営業,つくば,梅ケ丘
4435,北本,男,51,自動車販売営業,つくば,池の台
4436,西嶋,男,28,製品受注営業,つくば,松の里
4437,北條,男,53,通信・情報システム営業,つくば,駒込
4438,神林,男,54,化学品販売営業、医薬品営業,つくば,茎崎
4439,柚木,男,55,広告営業、会員勧誘、その他の営業,つくば,小山
4440,瓜生,男,56,テレフォンアポインター,つくば,大舟戸
4441,田部,男,57,スーパー・百貨店販売店員,つくば,細見
4442,上川,男,58,レジ係,つくば,泊崎
4443,杉森,男,59,コンビニエンスストア店員,つくば,明神
4444,宇井,男,60,衣料品販売店員,つくば,稲荷川
4445,榎,男,30,飲食料品販売店員,つくば,西ノ沢
4446,芦沢,男,37,医薬品・化粧品販売店員,つくば,稲荷原
4447,牛田,男,38,自動車販売店員,つくば,池向
4448,川﨑,男,39,電気機器販売店員,つくば,鷹野原
4449,赤川,女,40,ガソリンスタンド販売員,つくば,中山
4450,飯山,男,41,その他の小売店販売員,つくば,西大井
4451,李,女,42,小売店作業員（商品の陳列・補充等）,つくば,和台原
4452,津島,男,43,店長（小売、卸売）,つくば,学園の森一丁目
4453,山名,男,44,不動産仲介・売買,つくば,学園の森二丁目
4454,吉住,男,45,訪問販売、卸売、その他の販売,つくば,学園の森三丁目
4455,三澤,女,22,飲食店のホールスタッフ,つくば,研究学園一丁目
4456,仲間,男,47,飲食店店長,つくば,研究学園二丁目
4457,石谷,男,48,ホテル・旅館のフロント、接客、客室係,つくば,研究学園三丁目
4458,金光,女,49,娯楽施設・スポーツ施設・その他の接客,つくば,研究学園四丁目
4459,迫,男,50,美容師,つくば,研究学園五丁目
4460,諸橋,男,51,理容師,つくば,研究学園六丁目
4461,椎葉,男,52,エステティシャン、ネイリスト,つくば,研究学園七丁目
4462,仲本,女,20,理美容師補助、その他の美容サービス,つくば,学園南一丁目
4463,駒田,男,54,調理人（日本・西洋・中華料理）,つくば,学園南二丁目
4464,浦山,男,55,調理人（給食）,つくば,学園南三丁目
4465,岩尾,男,26,調理人（食堂、居酒屋、弁当店、その他）,つくば,香取台Ａ
4466,信田,男,57,調理補助、調理人見習,つくば,香取台Ｂ
4467,中条,女,58,食堂作業員（洗い場等）,つくば,諏訪Ｃ
4468,漆原,男,59,クリーニング等の生活衛生サービス,つくば,諏訪Ｄ
4469,守谷,男,60,保育・介護補助、冠婚葬祭、その他サービス,つくば,諏訪Ｅ
4470,桜木,女,30,施設介護員,つくば,陣場Ｄ
4471,国本,男,23,訪問介護員、ホームヘルパー,つくば,陣場Ｅ
4472,櫛田,男,32,介護支援専門員、ケアマネージャー,つくば,陣場Ｆ
4473,谷中,男,33,老人福祉施設指導員,つくば,陣場Ｇ
4474,田部井,女,26,障害者福祉施設指導員,つくば,みどりの一丁目
4475,前沢,男,35,児童福祉施設指導員,つくば,みどりの二丁目
4476,日吉,男,36,福祉相談員、ケースワーカー,つくば,みどりの中央
4477,北井,男,37,その他の福祉専門職,つくば,みどりの東
4478,新海,男,38,福祉施設管理者,つくば,みどりの南
4479,寺門,男,39,保育士,つくば,台町一丁目
4480,宇津木,男,40,保育補助（その他サービスを含む）,つくば,台町二丁目
4481,柏,男,41,学童保育・放課後児童クラブ等指導員,つくば,台町三丁目
4482,菱田,女,42,幼稚園教員,つくば,春風台
4483,助川,男,26,小・中・高等学校・特別支援学校等教員,つくば,流星台
4484,栗栖,男,29,専修学校・各種学校教員,つくば,さくらの森
4485,城田,男,45,職業訓練指導員、研修講師、その他の教員,つくば,かみかわ
4486,宮井,男,46,学習塾教師,つくば,高山
4487,安保,女,47,スポーツインストラクター,つくば,万博公園西
4488,内堀,男,25,習い事・その他の講師、インストラクター,つくば,谷田部
4489,新野,男,49,図書館司書,つくば,谷田部字瑞穂
4490,原野,男,50,学芸員,つくば,羽成
4491,仲川,男,51,学校カウンセラー,つくば,飯田
4492,杉,男,28,医師、歯科医師、獣医師,つくば,中野
4493,真島,男,53,薬剤師,つくば,片田
4494,桑名,男,54,看護師,つくば,上萱丸
4495,宇佐見,男,55,准看護師,つくば,花島新田
4496,梶本,男,56,看護助手,つくば,下萱丸
4497,木場,男,57,保健師、助産師,つくば,小白硲
4498,熊木,男,58,理学療法士、作業療法士,つくば,西栗山
4499,津川,女,59,臨床検査技師、診療放射線技師等,つくば,上横場
4500,中辻,男,60,歯科衛生士、歯科技工士,つくば,境田
4501,陶山,男,30,歯科助手、歯科受付,つくば,境松
4502,向,男,37,栄養士、管理栄養士,つくば,根崎
4503,蓮見,男,38,あん摩マッサージ指圧・鍼灸師、柔道整復師,つくば,古館
4504,勝俣,男,39,言語聴覚士、その他の保健医療専門職,つくば,緑が丘
4505,阪上,男,40,動物病院助手、その他の助手等,つくば,東丸山
4506,高安,女,41,医療事務・受付、調剤薬局事務,つくば,真瀬
4507,門間,男,42,金属材料製造、金属加工、溶接,つくば,鍋沼新田
4508,今枝,男,43,自動車組立、輸送用機械組立・整備,つくば,高須賀
4509,植竹,男,44,自動車整備工,つくば,高良田
4510,米本,男,45,電気・電子・通信機器等組立・修理,つくば,島名
4511,小谷野,女,22,光学機械、その他の機械組立・修理,つくば,中別府
4512,樋渡,男,47,食料品製造・加工,つくば,下別府
4513,谷崎,男,48,衣服・繊維製品製造、パタンナー,つくば,上河原崎下河原崎入会地
4514,谷野,女,49,化学製品、窯業・土石製品の製造・加工,つくば,上河原崎
4515,柳谷,男,50,プラスチック製品、その他の製造・加工,つくば,鬼ケ窪
4516,木野,男,51,ＤＴＰオペレーター、印刷、製本,つくば,高田
4517,今津,男,52,ＣＡＤオペレーター、製図、写図、現図,つくば,面野井
4518,比留間,女,20,塗装、看板制作、その他生産関連,つくば,下河原崎
4519,清川,男,54,製品検査,つくば,水堀
4520,深野,女,55,生産設備オペレーター（制御・監視),つくば,北郷
4521,権田,男,26,工場労務作業,つくば,西平塚
4522,安野,男,57,建築技術者（工事監督、設計技術者等）,つくば,東平塚
4523,田宮,男,58,土木技術者（工事監督、設計技術者等）,つくば,下平塚
4524,綿引,女,59,測量技術者（測量士、測量士補）,つくば,葛城根崎
4525,冨岡,男,60,ソフトウェア開発技術者、プログラマー,つくば,苅間
4526,青井,男,30,その他の情報処理・通信技術者,つくば,西大橋
4527,平出,男,23,電気・電子・電気通信の開発・製造技術者,つくば,西岡
4528,中上,男,32,機械・自動車等の設計・製造技術者,つくば,小野崎
4529,坂内,男,33,食品・その他の技術者、研究者,つくば,島
4530,堀之内,男,26,経営、法務,つくば,平
4531,澤,男,35,ウェブデザイナー,つくば,大白硲
4532,二木,男,36,デザイナー（ウェブを除く）,つくば,柳橋
4533,亀岡,女,37,カメラマン、記者・編集者、その他芸術,つくば,新井
4534,峰,男,38,通訳、翻訳,つくば,山中
4535,水村,男,39,カウンセラー（医療・福祉施設を除く）,つくば,藤本
4536,柳下,男,40,司書、その他の専門職,つくば,大わし
4537,布川,女,41,大工,つくば,中内
4538,横沢,男,42,配管工,つくば,館野
4539,川俣,女,26,左官、タイル張・内装・防水工等,つくば,榎戸
4540,大隅,男,29,とび工、型枠大工、鉄筋工（建設躯体工事）,つくば,北中妻
4541,荒田,男,45,建設機械・クレーン等運転工、玉掛,つくば,赤塚
4542,山辺,男,46,ダンプカー・ミキサー車運転手,つくば,下原
4543,仁平,女,47,建設・土木作業員,つくば,梶内
4544,沢野,男,25,舗装・線路工事・掘削等作業員,つくば,南中妻
4545,大町,男,49,電気工事作業員,つくば,下横場
4546,山之内,女,50,通信設備作業員、送電線等架線・敷設作業員,つくば,稲岡
4547,橋場,男,51,採掘,つくば,北中島
